ano_campeonato,time_mandante,time_visitante,gols_mandante,gols_visitante
2021,Chapecoense,Athletico-PR,1,1
2021,Chapecoense,Fortaleza,1,2
2021,Chapecoense,Flamengo,2,2
2021,Chapecoense,Juventude,0,2
2021,Chapecoense,Grêmio,1,3
2021,Chapecoense,Atlético-GO,0,1
2021,Chapecoense,Sport Recife,0,1
2021,Corinthians,Atlético-GO,0,1
2021,Corinthians,RB Bragantino,1,2
2021,Corinthians,Sport Recife,2,1
2021,Corinthians,São Paulo,0,0
2021,Corinthians,Internacional,1,1
2021,Corinthians,Atlético-MG,1,2
2021,Corinthians,Flamengo,1,3
2021,Corinthians,Ceará SC,3,1
2021,Corinthians,Juventude,1,1
2021,Corinthians,América-MG,1,1
2021,Corinthians,Palmeiras,2,1
2021,Corinthians,EC Bahia,3,1
2021,Corinthians,Fluminense,1,0
2021,Corinthians,Chapecoense,1,0
2021,Corinthians,Fortaleza,1,0
2021,Corinthians,Cuiabá-MT,3,2
2021,Corinthians,Santos,2,0
2021,Corinthians,Athletico-PR,1,0
2021,Corinthians,Grêmio,1,1
2021,Athletico-PR,América-MG,1,0
2021,Athletico-PR,Flamengo,2,2
2021,Athletico-PR,Atlético-GO,2,1
2021,Athletico-PR,Chapecoense,2,2
2021,Athletico-PR,Fortaleza,2,1
2021,Athletico-PR,RB Bragantino,2,2
2021,Athletico-PR,Internacional,2,1
2021,Athletico-PR,São Paulo,1,2
2021,Athletico-PR,Corinthians,0,1
2021,Athletico-PR,Sport Recife,0,0
2021,Athletico-PR,Juventude,2,1
2021,Athletico-PR,Grêmio,4,2
2021,Athletico-PR,EC Bahia,0,2
2021,Athletico-PR,Fluminense,0,1
2021,Athletico-PR,Santos,0,1
2021,Athletico-PR,Ceará SC,2,1
2021,Athletico-PR,Atlético-MG,0,1
2021,Athletico-PR,Cuiabá-MT,1,0
2021,Athletico-PR,Palmeiras,0,0
2021,Atlético-GO,São Paulo,2,0
2021,Atlético-GO,Fortaleza,0,0
2021,Atlético-GO,Fluminense,1,0
2021,Atlético-GO,RB Bragantino,0,1
2021,Atlético-GO,Sport Recife,1,1
2021,Atlético-GO,Palmeiras,0,3
2021,Atlético-GO,América-MG,1,1
2021,Atlético-GO,Chapecoense,1,1
2021,Atlético-GO,Internacional,0,0
2021,Atlético-GO,Corinthians,1,1
2021,Atlético-GO,Cuiabá-MT,0,0
2021,Atlético-GO,Athletico-PR,0,2
2021,Atlético-GO,Atlético-MG,2,1
2021,Atlético-GO,Grêmio,2,0
2021,Atlético-GO,Juventude,1,1
2021,Atlético-GO,Santos,0,0
2021,Atlético-GO,Ceará SC,1,1
2021,Atlético-GO,EC Bahia,2,1
2021,Atlético-GO,Flamengo,2,0
2021,Atlético-MG,Fortaleza,1,2
2021,Atlético-MG,São Paulo,1,0
2021,Atlético-MG,Chapecoense,1,1
2021,Atlético-MG,Atlético-GO,4,1
2021,Atlético-MG,Flamengo,2,1
2021,Atlético-MG,EC Bahia,3,0
2021,Atlético-MG,Athletico-PR,2,0
2021,Atlético-MG,Palmeiras,2,0
2021,Atlético-MG,Grêmio,2,1
2021,Atlético-MG,Sport Recife,3,0
2021,Atlético-MG,Internacional,1,0
2021,Atlético-MG,Ceará SC,3,1
2021,Atlético-MG,Santos,3,1
2021,Atlético-MG,Cuiabá-MT,2,1
2021,Atlético-MG,América-MG,1,0
2021,Atlético-MG,Corinthians,3,0
2021,Atlético-MG,Juventude,2,0
2021,Atlético-MG,Fluminense,2,1
2021,Atlético-MG,RB Bragantino,4,3
2021,Sport Recife,Atlético-MG,0,1
2021,Sport Recife,Grêmio,1,0
2021,Sport Recife,Cuiabá-MT,0,0
2021,Sport Recife,Palmeiras,0,1
2021,Sport Recife,Fluminense,1,2
2021,Sport Recife,Ceará SC,0,0
2021,Sport Recife,RB Bragantino,0,0
2021,Sport Recife,São Paulo,0,1
2021,Sport Recife,Chapecoense,0,0
2021,Sport Recife,Internacional,0,1
2021,Sport Recife,Fortaleza,0,1
2021,Sport Recife,Juventude,3,1
2021,Sport Recife,Corinthians,1,0
2021,Sport Recife,Santos,0,0
2021,Sport Recife,Atlético-GO,2,0
2021,Sport Recife,América-MG,2,3
2021,Sport Recife,EC Bahia,1,0
2021,Sport Recife,Flamengo,1,1
2021,Sport Recife,Athletico-PR,1,1
2021,Internacional,Sport Recife,2,2
2021,Internacional,Atlético-MG,0,1
2021,Internacional,Ceará SC,1,1
2021,Internacional,Palmeiras,1,2
2021,Internacional,São Paulo,0,2
2021,Internacional,Juventude,1,0
2021,Internacional,Cuiabá-MT,0,0
2021,Internacional,Fluminense,4,2
2021,Internacional,RB Bragantino,1,1
2021,Internacional,Fortaleza,1,0
2021,Internacional,EC Bahia,2,0
2021,Internacional,Chapecoense,5,2
2021,Internacional,América-MG,3,1
2021,Internacional,Corinthians,2,2
2021,Internacional,Grêmio,1,0
2021,Internacional,Athletico-PR,2,1
2021,Internacional,Flamengo,1,2
2021,Internacional,Santos,1,1
2021,Internacional,Atlético-GO,1,2
2021,RB Bragantino,EC Bahia,3,3
2021,RB Bragantino,Fluminense,2,2
2021,RB Bragantino,Palmeiras,3,1
2021,RB Bragantino,Ceará SC,0,0
2021,RB Bragantino,Cuiabá-MT,1,1
2021,RB Bragantino,Santos,2,2
2021,RB Bragantino,Grêmio,1,0
2021,RB Bragantino,Juventude,1,2
2021,RB Bragantino,Atlético-MG,1,1
2021,RB Bragantino,Chapecoense,1,2
2021,RB Bragantino,Corinthians,2,2
2021,RB Bragantino,Flamengo,1,1
2021,RB Bragantino,Atlético-GO,1,0
2021,RB Bragantino,São Paulo,1,0
2021,RB Bragantino,Athletico-PR,0,2
2021,RB Bragantino,Fortaleza,3,0
2021,RB Bragantino,Sport Recife,3,0
2021,RB Bragantino,América-MG,1,1
2021,RB Bragantino,Internacional,1,0
2020,Grêmio,Fluminense,1,0
2020,Grêmio,Corinthians,0,0
2020,Grêmio,Goiás,2,1
2020,Grêmio,Palmeiras,1,1
2020,Grêmio,Internacional,1,1
2020,Grêmio,Coritiba FC,2,1
2020,Grêmio,RB Bragantino,2,1
2020,Grêmio,Flamengo,2,4
2020,Grêmio,Vasco da Gama,4,0
2020,Grêmio,Atlético-GO,2,1
2020,Grêmio,EC Bahia,2,1
2020,Grêmio,São Paulo,1,2
2020,Grêmio,Athletico-PR,1,0
2020,Botafogo,Atlético-MG,2,1
2020,Botafogo,Coritiba FC,0,0
2020,Botafogo,Santos,0,0
2020,Botafogo,Palmeiras,2,1
2020,Botafogo,Goiás,0,0
2020,Botafogo,Fortaleza,1,2
2020,Botafogo,Flamengo,0,1
2020,Botafogo,Atlético-GO,1,3
2020,Botafogo,São Paulo,1,0
2020,EC Bahia,Coritiba FC,1,0
2020,EC Bahia,RB Bragantino,2,1
2020,EC Bahia,Palmeiras,1,1
2020,EC Bahia,Vasco da Gama,3,0
2020,EC Bahia,Fortaleza,2,1
2020,EC Bahia,Botafogo,1,0
2020,EC Bahia,São Paulo,1,3
2020,EC Bahia,Ceará SC,0,2
2020,EC Bahia,Corinthians,2,1
2020,EC Bahia,Athletico-PR,1,0
2020,EC Bahia,Santos,2,0
2020,Flamengo,Botafogo,1,1
2020,Flamengo,Athletico-PR,3,1
2020,Flamengo,Sport Recife,3,0
2020,Flamengo,RB Bragantino,1,1
2020,Flamengo,Atlético-GO,1,1
2020,Flamengo,Coritiba FC,3,1
2020,Flamengo,Santos,4,1
2020,Flamengo,EC Bahia,4,3
2020,Flamengo,Fluminense,1,2
2020,Flamengo,Palmeiras,2,0
2020,Flamengo,Vasco da Gama,2,0
2020,Ceará SC,Grêmio,1,1
2020,Ceará SC,Vasco da Gama,0,3
2020,Ceará SC,EC Bahia,2,0
2020,Ceará SC,Fortaleza,1,0
2020,Ceará SC,Flamengo,2,0
2020,Ceará SC,Sport Recife,0,0
2020,Ceará SC,Atlético-GO,1,2
2020,Ceará SC,Internacional,0,2
2020,Ceará SC,RB Bragantino,1,2
2020,Ceará SC,Athletico-PR,0,2
2020,Ceará SC,Botafogo,2,1
2020,Fortaleza,Botafogo,0,0
2020,Fortaleza,RB Bragantino,3,0
2020,Fortaleza,Sport Recife,1,0
2020,Fortaleza,Internacional,1,0
2020,Fortaleza,Atlético-GO,0,0
2020,Fortaleza,Palmeiras,2,0
2020,Fortaleza,Fluminense,0,1
2020,Fortaleza,Corinthians,0,0
2020,Fortaleza,Ceará SC,0,2
2020,Fortaleza,Flamengo,0,0
2020,Fortaleza,Grêmio,0,0
2020,Fortaleza,Santos,2,0
2020,Fortaleza,Vasco da Gama,3,0
2020,Goiás,Atlético-GO,2,0
2020,Goiás,Internacional,1,0
2020,Goiás,EC Bahia,1,1
2020,Goiás,Palmeiras,1,0
2020,Goiás,Grêmio,0,0
2020,Goiás,Sport Recife,1,0
2020,Goiás,Atlético-MG,1,0
2020,Goiás,Botafogo,2,0
2020,Goiás,RB Bragantino,0,0
2020,Palmeiras,Santos,2,1
2020,Palmeiras,Internacional,1,1
2020,Palmeiras,Flamengo,1,1
2020,Palmeiras,São Paulo,0,2
2020,Palmeiras,Atlético-MG,3,0
2020,Palmeiras,Fluminense,2,0
2020,Palmeiras,Athletico-PR,3,0
2020,Palmeiras,EC Bahia,3,0
2020,Palmeiras,RB Bragantino,1,0
2020,Palmeiras,Corinthians,4,0
2020,Palmeiras,Grêmio,1,1
2020,Palmeiras,Botafogo,1,1
2020,Palmeiras,Fortaleza,3,0
2020,Santos,RB Bragantino,1,1
2020,Santos,Athletico-PR,3,1
2020,Santos,Fortaleza,1,1
2020,Santos,Grêmio,2,1
2020,Santos,Atlético-GO,0,1
2020,Santos,Internacional,2,0
2020,Santos,Palmeiras,2,2
2020,Santos,Goiás,3,4
2020,Santos,Corinthians,1,0
2020,Santos,Coritiba FC,2,0
2020,Fluminense,Vasco da Gama,2,1
2020,Fluminense,Atlético-GO,1,1
2020,Fluminense,Corinthians,2,1
2020,Fluminense,Coritiba FC,4,0
2020,Fluminense,EC Bahia,1,0
2020,Fluminense,RB Bragantino,0,0
2020,Fluminense,Sport Recife,1,0
2020,Fluminense,Botafogo,2,0
2020,Fluminense,Goiás,3,0
2020,Fluminense,Atlético-MG,0,0
2020,Fluminense,Fortaleza,2,0
2020,São Paulo,Fortaleza,1,0
2020,São Paulo,RB Bragantino,1,1
2020,São Paulo,Athletico-PR,1,0
2020,São Paulo,Atlético-GO,3,0
2020,São Paulo,Grêmio,0,0
2020,São Paulo,Botafogo,4,0
2020,São Paulo,Sport Recife,1,0
2020,São Paulo,Atlético-MG,3,0
2020,São Paulo,Santos,0,1
2020,São Paulo,Coritiba FC,1,1
2020,São Paulo,Palmeiras,1,1
2020,São Paulo,Ceará SC,1,1
2020,São Paulo,Flamengo,2,1
2020,Corinthians,Atlético-GO,0,0
2020,Corinthians,Fortaleza,1,1
2020,Corinthians,Internacional,1,0
2020,Corinthians,Atlético-MG,1,2
2020,Corinthians,Grêmio,0,0
2020,Corinthians,São Paulo,1,0
2020,Corinthians,Fluminense,5,0
2020,Corinthians,Sport Recife,3,0
2020,Corinthians,Vasco da Gama,0,0
2020,Coritiba FC,Internacional,0,1
2020,Coritiba FC,Sport Recife,1,0
2020,Coritiba FC,Vasco da Gama,1,0
2020,Coritiba FC,São Paulo,1,1
2020,Coritiba FC,Fortaleza,0,0
2020,Coritiba FC,Atlético-GO,1,0
2020,Coritiba FC,RB Bragantino,0,0
2020,Coritiba FC,Botafogo,1,2
2020,Coritiba FC,Athletico-PR,0,0
2020,Coritiba FC,Fluminense,3,3
2020,Coritiba FC,Palmeiras,1,0
2020,Coritiba FC,Ceará SC,0,2
2020,Athletico-PR,Palmeiras,0,1
2020,Athletico-PR,Botafogo,1,1
2020,Athletico-PR,Coritiba FC,1,0
2020,Athletico-PR,EC Bahia,1,0
2020,Athletico-PR,Ceará SC,0,0
2020,Athletico-PR,Corinthians,0,1
2020,Athletico-PR,Grêmio,1,2
2020,Athletico-PR,Santos,1,0
2020,Athletico-PR,Vasco da Gama,3,0
2020,Athletico-PR,São Paulo,1,1
2020,Athletico-PR,Internacional,0,0
2020,Athletico-PR,Atlético-GO,2,1
2020,Athletico-PR,Sport Recife,2,0
2020,Atlético-GO,Flamengo,3,0
2020,Atlético-GO,Sport Recife,1,1
2020,Atlético-GO,Ceará SC,0,2
2020,Atlético-GO,Atlético-MG,3,4
2020,Atlético-GO,Athletico-PR,1,1
2020,Atlético-GO,Corinthians,1,1
2020,Atlético-GO,Internacional,0,0
2020,Atlético-GO,Fluminense,2,1
2020,Atlético-GO,Vasco da Gama,0,0
2020,Atlético-GO,EC Bahia,1,1
2020,Atlético-GO,Fortaleza,2,0
2020,Atlético-GO,Santos,1,1
2020,Atlético-GO,Coritiba FC,3,1
2020,Atlético-MG,Ceará SC,2,0
2020,Atlético-MG,São Paulo,3,0
2020,Atlético-MG,RB Bragantino,2,1
2020,Atlético-MG,Grêmio,3,1
2020,Atlético-MG,Goiás,3,0
2020,Atlético-MG,Sport Recife,0,0
2020,Atlético-MG,Flamengo,4,0
2020,Atlético-MG,Botafogo,2,1
2020,Atlético-MG,Coritiba FC,2,0
2020,Atlético-MG,Santos,2,0
2020,Atlético-MG,Atlético-GO,3,1
2020,Atlético-MG,Fortaleza,2,0
2020,Atlético-MG,EC Bahia,1,1
2020,Atlético-MG,Palmeiras,2,0
2020,Sport Recife,Santos,0,1
2020,Sport Recife,Goiás,2,1
2020,Sport Recife,Fluminense,1,0
2020,Sport Recife,Corinthians,1,0
2020,Sport Recife,Athletico-PR,1,0
2020,Sport Recife,Atlético-GO,0,1
2020,Sport Recife,Coritiba FC,1,0
2020,Sport Recife,Grêmio,1,1
2020,Sport Recife,Fortaleza,1,0
2020,Sport Recife,EC Bahia,2,0
2020,Sport Recife,RB Bragantino,0,0
2020,Internacional,Santos,2,0
2020,Internacional,Atlético-GO,3,0
2020,Internacional,Atlético-MG,1,0
2020,Internacional,Ceará SC,2,0
2020,Internacional,Vasco da Gama,2,0
2020,Internacional,Coritiba FC,2,2
2020,Internacional,Fluminense,1,2
2020,Internacional,Palmeiras,2,0
2020,Internacional,Goiás,1,0
2020,Internacional,Grêmio,2,1
2020,Internacional,Corinthians,0,0
2020,RB Bragantino,Botafogo,1,1
2020,RB Bragantino,Palmeiras,1,2
2020,RB Bragantino,Corinthians,0,0
2020,RB Bragantino,Sport Recife,2,0
2020,RB Bragantino,Goiás,2,0
2020,RB Bragantino,Santos,1,1
2020,RB Bragantino,EC Bahia,4,0
2020,RB Bragantino,Atlético-MG,2,2
2020,RB Bragantino,Vasco da Gama,4,1
2020,RB Bragantino,Atlético-GO,2,0
2020,RB Bragantino,Grêmio,1,0
2020,Vasco da Gama,Sport Recife,2,0
2020,Vasco da Gama,São Paulo,2,1
2020,Vasco da Gama,Grêmio,0,0
2020,Vasco da Gama,Athletico-PR,1,0
2020,Vasco da Gama,Atlético-GO,1,2
2020,Vasco da Gama,RB Bragantino,1,1
2020,Vasco da Gama,Flamengo,1,2
2020,Vasco da Gama,Fortaleza,0,0
2020,Vasco da Gama,Palmeiras,0,1
2020,Vasco da Gama,Santos,1,0
2020,Vasco da Gama,Botafogo,3,0
2020,Vasco da Gama,Atlético-MG,3,2
2020,Vasco da Gama,EC Bahia,0,0
2020,Grêmio,Sport Recife,1,2
2020,Grêmio,Fortaleza,1,1
2020,Grêmio,Botafogo,3,1
2020,Grêmio,Ceará SC,4,2
2020,Grêmio,Atlético-MG,1,1
2020,Grêmio,Santos,3,3
2020,Botafogo,EC Bahia,1,2
2020,Botafogo,Vasco da Gama,2,3
2020,Botafogo,Fluminense,1,1
2020,Botafogo,Ceará SC,2,2
2020,Botafogo,RB Bragantino,1,2
2020,Botafogo,Corinthians,0,2
2020,Botafogo,Athletico-PR,0,2
2020,Botafogo,Sport Recife,0,1
2020,EC Bahia,Grêmio,0,2
2020,EC Bahia,Atlético-GO,0,1
2020,EC Bahia,Sport Recife,1,2
2020,EC Bahia,Atlético-MG,3,1
2020,EC Bahia,Internacional,1,2
2020,EC Bahia,Fluminense,0,1
2020,EC Bahia,Goiás,3,3
2020,Flamengo,Atlético-MG,0,1
2020,Flamengo,Grêmio,1,1
2020,Flamengo,Fortaleza,2,1
2020,Flamengo,Goiás,2,1
2020,Flamengo,Ceará SC,0,2
2020,Flamengo,Corinthians,2,1
2020,Flamengo,Internacional,2,1
2020,Ceará SC,Santos,0,1
2020,Ceará SC,Goiás,2,2
2020,Ceará SC,Corinthians,2,1
2020,Ceará SC,São Paulo,1,1
2020,Ceará SC,Coritiba FC,2,1
2020,Ceará SC,Atlético-MG,2,2
2020,Ceará SC,Palmeiras,2,1
2020,Ceará SC,Fluminense,1,3
2020,Fortaleza,Atlético-MG,2,1
2020,Fortaleza,São Paulo,2,3
2020,Fortaleza,Goiás,1,1
2020,Fortaleza,Coritiba FC,3,1
2020,Fortaleza,EC Bahia,0,4
2020,Goiás,São Paulo,0,3
2020,Goiás,Fortaleza,1,3
2020,Goiás,Corinthians,1,2
2020,Goiás,Santos,2,3
2020,Goiás,Fluminense,2,4
2020,Goiás,Vasco da Gama,1,1
2020,Goiás,Athletico-PR,0,1
2020,Goiás,Flamengo,0,3
2020,Palmeiras,Vasco da Gama,1,1
2020,Palmeiras,Goiás,1,1
2020,Palmeiras,Sport Recife,2,2
2020,Palmeiras,Ceará SC,2,1
2020,Palmeiras,Atlético-GO,1,1
2020,Santos,Flamengo,0,1
2020,Santos,Vasco da Gama,2,2
2020,Santos,Atlético-MG,3,1
2020,Santos,EC Bahia,3,1
2020,Santos,Ceará SC,1,1
2020,Santos,Botafogo,2,1
2020,Santos,Fluminense,1,1
2020,Fluminense,Palmeiras,1,1
2020,Fluminense,Internacional,2,1
2020,Fluminense,Ceará SC,2,2
2020,Fluminense,Santos,3,1
2020,Fluminense,Grêmio,0,1
2020,Fluminense,Athletico-PR,3,1
2020,Fluminense,São Paulo,1,2
2020,São Paulo,EC Bahia,1,1
2020,São Paulo,Corinthians,2,1
2020,São Paulo,Fluminense,3,1
2020,São Paulo,Goiás,2,1
2020,São Paulo,Vasco da Gama,1,1
2020,Corinthians,Coritiba FC,3,1
2020,Corinthians,Botafogo,2,2
2020,Corinthians,Palmeiras,0,2
2020,Corinthians,EC Bahia,3,2
2020,Corinthians,Santos,1,1
2020,Corinthians,Flamengo,1,5
2020,Corinthians,Goiás,2,1
2020,Corinthians,Ceará SC,2,1
2020,Coritiba FC,Flamengo,0,1
2020,Coritiba FC,Atlético-MG,0,1
2020,Coritiba FC,EC Bahia,1,2
2020,Coritiba FC,Corinthians,0,1
2020,Coritiba FC,Grêmio,1,1
2020,Athletico-PR,Goiás,2,1
2020,Athletico-PR,Fluminense,0,1
2020,Athletico-PR,RB Bragantino,1,1
2020,Athletico-PR,Fortaleza,2,1
2020,Athletico-PR,Atlético-MG,0,1
2020,Athletico-PR,Flamengo,2,1
2020,Atlético-GO,Grêmio,1,1
2020,Atlético-GO,Botafogo,1,1
2020,Atlético-GO,RB Bragantino,2,1
2020,Atlético-GO,Palmeiras,0,3
2020,Atlético-GO,Goiás,0,1
2020,Atlético-GO,São Paulo,2,1
2020,Atlético-MG,Vasco da Gama,4,1
2020,Atlético-MG,Fluminense,1,1
2020,Atlético-MG,Internacional,2,2
2020,Sport Recife,Ceará SC,3,2
2020,Sport Recife,São Paulo,0,1
2020,Sport Recife,Vasco da Gama,0,2
2020,Sport Recife,Palmeiras,0,1
2020,Sport Recife,Atlético-MG,2,3
2020,Internacional,EC Bahia,2,2
2020,Internacional,São Paulo,1,1
2020,Internacional,Athletico-PR,2,1
2020,Internacional,Flamengo,2,2
2020,Internacional,Botafogo,2,1
2020,Internacional,Fortaleza,4,2
2020,Internacional,RB Bragantino,2,1
2020,RB Bragantino,Fluminense,2,1
2020,RB Bragantino,Coritiba FC,1,2
2020,RB Bragantino,Ceará SC,4,2
2020,RB Bragantino,Fortaleza,2,1
2020,RB Bragantino,Athletico-PR,0,1
2020,RB Bragantino,São Paulo,4,2
2020,RB Bragantino,Flamengo,1,1
2020,Vasco da Gama,Corinthians,1,2
2020,Vasco da Gama,Fluminense,1,1
2020,Vasco da Gama,Coritiba FC,0,1
2020,Vasco da Gama,Internacional,0,2
2020,Botafogo,Internacional,0,2
2020,Botafogo,Grêmio,2,5
2020,Flamengo,São Paulo,1,4
2020,Fortaleza,Athletico-PR,0,2
2020,Goiás,Coritiba FC,3,3
2020,Goiás,Ceará SC,0,4
2020,Palmeiras,Coritiba FC,1,3
2020,Santos,São Paulo,2,2
2020,Santos,Sport Recife,4,2
2020,Fluminense,Flamengo,1,2
2020,São Paulo,Internacional,1,5
2020,Corinthians,RB Bragantino,0,2
2020,Corinthians,Athletico-PR,3,3
2020,Coritiba FC,Santos,1,2
2020,Coritiba FC,Goiás,1,2
2020,Atlético-MG,Corinthians,3,2
2020,Atlético-MG,Athletico-PR,0,2
2020,Sport Recife,Botafogo,1,2
2020,Sport Recife,Internacional,3,5
2020,Sport Recife,Flamengo,0,3
2020,Internacional,Sport Recife,1,2
2020,RB Bragantino,Internacional,0,2
2020,Vasco da Gama,Ceará SC,1,4
2020,Vasco da Gama,Goiás,3,2
2020,EC Bahia,Flamengo,3,5
2019,CSA,Palmeiras,1,1
2019,CSA,Grêmio,0,0
2019,CSA,Fortaleza,0,2
2019,CSA,Cruzeiro,1,1
2019,CSA,Chapecoense,2,0
2019,CSA,Ceará SC,1,0
2019,CSA,Avaí FC,3,1
2019,CSA,Internacional,1,0
2019,CSA,Atlético-MG,2,2
2019,CSA,Corinthians,2,1
2019,CSA,Vasco da Gama,0,3
2019,CSA,Fluminense,0,1
2019,CSA,EC Bahia,1,2
2019,Grêmio,Chapecoense,3,3
2019,Grêmio,Palmeiras,1,1
2019,Grêmio,Athletico-PR,2,1
2019,Grêmio,Goiás,3,0
2019,Grêmio,Avaí FC,6,1
2019,Grêmio,Corinthians,0,0
2019,Grêmio,Ceará SC,2,1
2019,Grêmio,Botafogo,3,0
2019,Grêmio,Internacional,2,0
2019,Grêmio,CSA,2,1
2019,Grêmio,São Paulo,3,0
2019,Grêmio,Cruzeiro,2,0
2019,Avaí FC,Botafogo,0,2
2019,Avaí FC,Cruzeiro,2,2
2019,Avaí FC,Corinthians,1,1
2019,Avaí FC,Flamengo,0,3
2019,Avaí FC,Atlético-MG,1,0
2019,Avaí FC,EC Bahia,0,2
2019,Avaí FC,Palmeiras,1,2
2019,Avaí FC,Fortaleza,1,3
2019,Avaí FC,Santos,1,2
2019,Avaí FC,Fluminense,1,1
2019,Avaí FC,Athletico-PR,0,0
2019,Botafogo,Athletico-PR,2,1
2019,Botafogo,Chapecoense,0,0
2019,Botafogo,Atlético-MG,2,1
2019,Botafogo,São Paulo,1,2
2019,Botafogo,Fluminense,0,1
2019,Botafogo,Goiás,3,1
2019,Botafogo,CSA,2,1
2019,Botafogo,Cruzeiro,0,2
2019,Botafogo,Internacional,0,1
2019,Cruzeiro,Athletico-PR,0,2
2019,Cruzeiro,Santos,2,0
2019,Cruzeiro,Vasco da Gama,1,0
2019,Cruzeiro,Grêmio,1,4
2019,Cruzeiro,Flamengo,1,2
2019,Cruzeiro,São Paulo,1,0
2019,Cruzeiro,Fortaleza,1,1
2019,Cruzeiro,EC Bahia,1,1
2019,Cruzeiro,CSA,0,1
2019,EC Bahia,Flamengo,3,0
2019,EC Bahia,Goiás,1,1
2019,EC Bahia,CSA,1,0
2019,EC Bahia,Fortaleza,1,1
2019,EC Bahia,Botafogo,2,0
2019,EC Bahia,São Paulo,0,0
2019,EC Bahia,Ceará SC,1,2
2019,EC Bahia,Internacional,2,3
2019,EC Bahia,Chapecoense,1,1
2019,EC Bahia,Atlético-MG,1,1
2019,EC Bahia,Vasco da Gama,1,1
2019,Flamengo,Botafogo,3,2
2019,Flamengo,Grêmio,3,1
2019,Flamengo,Palmeiras,3,0
2019,Flamengo,Santos,1,0
2019,Flamengo,Internacional,3,1
2019,Flamengo,São Paulo,0,0
2019,Flamengo,CSA,1,0
2019,Flamengo,Corinthians,4,1
2019,Flamengo,Vasco da Gama,4,4
2019,Flamengo,Ceará SC,4,1
2019,Flamengo,Avaí FC,6,1
2019,Ceará SC,Fortaleza,2,1
2019,Ceará SC,Chapecoense,4,1
2019,Ceará SC,Flamengo,0,3
2019,Ceará SC,Botafogo,0,0
2019,Ceará SC,Cruzeiro,0,0
2019,Ceará SC,Vasco da Gama,1,1
2019,Ceará SC,Fluminense,2,0
2019,Ceará SC,Internacional,2,0
2019,Ceará SC,Athletico-PR,1,1
2019,Ceará SC,Corinthians,0,1
2019,Fortaleza,Corinthians,1,3
2019,Fortaleza,Internacional,0,1
2019,Fortaleza,Goiás,2,0
2019,Fortaleza,Fluminense,0,1
2019,Fortaleza,Palmeiras,0,1
2019,Fortaleza,Botafogo,1,0
2019,Fortaleza,Flamengo,1,2
2019,Fortaleza,Atlético-MG,2,2
2019,Fortaleza,Santos,2,1
2019,Goiás,Atlético-MG,0,0
2019,Goiás,Vasco da Gama,0,1
2019,Goiás,Internacional,2,1
2019,Goiás,Palmeiras,1,2
2019,Goiás,Fluminense,3,0
2019,Goiás,CSA,1,0
2019,Goiás,Flamengo,2,2
2019,Goiás,Avaí FC,2,0
2019,Goiás,EC Bahia,4,3
2019,Goiás,Fortaleza,1,2
2019,Palmeiras,Vasco da Gama,1,1
2019,Palmeiras,EC Bahia,2,2
2019,Palmeiras,Fluminense,3,0
2019,Palmeiras,Cruzeiro,1,0
2019,Palmeiras,CSA,6,2
2019,Palmeiras,Atlético-MG,1,1
2019,Palmeiras,Chapecoense,1,0
2019,Palmeiras,São Paulo,3,0
2019,Palmeiras,Ceará SC,1,0
2019,Palmeiras,Grêmio,1,2
2019,Palmeiras,Flamengo,1,3
2019,Palmeiras,Goiás,5,1
2019,Santos,Avaí FC,3,1
2019,Santos,Goiás,6,1
2019,Santos,Fortaleza,3,3
2019,Santos,Athletico-PR,1,1
2019,Santos,Grêmio,0,3
2019,Santos,CSA,2,0
2019,Santos,EC Bahia,1,0
2019,Santos,Botafogo,4,1
2019,Santos,Cruzeiro,4,1
2019,Santos,Chapecoense,2,0
2019,Fluminense,São Paulo,1,2
2019,Fluminense,Internacional,2,1
2019,Fluminense,CSA,0,1
2019,Fluminense,Avaí FC,0,1
2019,Fluminense,Corinthians,1,0
2019,Fluminense,Santos,1,1
2019,Fluminense,Athletico-PR,1,2
2019,Fluminense,Chapecoense,1,1
2019,Fluminense,Vasco da Gama,0,0
2019,Fluminense,Atlético-MG,1,1
2019,Fluminense,Palmeiras,1,0
2019,Fluminense,Fortaleza,0,0
2019,São Paulo,Santos,3,2
2019,São Paulo,Ceará SC,1,0
2019,São Paulo,Grêmio,0,0
2019,São Paulo,CSA,1,1
2019,São Paulo,Goiás,0,1
2019,São Paulo,Fortaleza,2,1
2019,São Paulo,Atlético-MG,2,0
2019,São Paulo,Fluminense,0,2
2019,São Paulo,Vasco da Gama,1,0
2019,São Paulo,Internacional,2,1
2019,Chapecoense,EC Bahia,0,0
2019,Chapecoense,Avaí FC,1,0
2019,Chapecoense,Santos,0,1
2019,Chapecoense,Vasco da Gama,1,2
2019,Chapecoense,Corinthians,0,1
2019,Chapecoense,Flamengo,0,1
2019,Chapecoense,São Paulo,0,3
2019,Chapecoense,Ceará SC,1,0
2019,Chapecoense,Botafogo,0,1
2019,Chapecoense,CSA,3,0
2019,Corinthians,Chapecoense,1,0
2019,Corinthians,Goiás,2,0
2019,Corinthians,Palmeiras,1,1
2019,Corinthians,Botafogo,2,0
2019,Corinthians,Atlético-MG,1,0
2019,Corinthians,Ceará SC,2,2
2019,Corinthians,EC Bahia,2,1
2019,Corinthians,Santos,0,0
2019,Corinthians,Internacional,0,0
2019,Corinthians,Avaí FC,3,0
